young,mature,old
0.381891172,0.040325772,0.022577196
0.32217266,0.079593602,0.018354458
0.334490595,0.052021276,0.017229928
0.37635816,0.09831821,0.029995057
0.367216315,0.062810396,0.032231156
0.274876614,0.087279317,0.026455066
0.402502413,0.043271806,0.028674567
0.311311427,0.075478308,0.027187635
0.281487571,0.05222347,0.027343687
0.291453784,0.059306712,0.01591808
0.32411408,0.068338397,0.023248037
0.453354306,0.062305248,0.027157182
0.273836518,0.072570241,0.021017231
0.35938061,0.081105996,0.023122366
0.21220327,0.079430747,0.020770483
0.34902761,0.066359353,0.024103314
0.406743958,0.043828958,0.032246977
0.333970011,0.053695836,0.023601741
0.308818656,0.064447465,0.025336086
0.363955934,0.030437397,0.031976644
0.393971723,0.081184135,0.030817154
0.391634322,0.063672608,0.038026299
0.475462198,0.063466345,0.012045113
0.362524858,0.084650275,0.032272718
0.311184921,0.07969788,0.023082187
0.341059177,0.071806461,0.027316489
0.344484538,0.050222777,0.032141363
0.356092449,0.073385428,0.03382646
0.34720473,0.074016798,0.033525158
0.360270248,0.052280969,0.027456596
0.242112329,0.086326625,0.037439205
0.40226456,0.076872227,0.02445005
0.312316713,0.033124935,0.025424542
0.273988774,0.070057434,0.031878042
0.389975052,0.045572353,0.022608034
0.433500883,0.087968854,0.041222387
0.380705743,0.082154382,0.033386909
0.359450002,0.048417145,0.04132306
0.289420546,0.052279215,0.026209619
0.533047895,0.06970258,0.023762966
0.40550732,0.063687217,0.027538549
0.276157719,0.094835742,0.031433494
0.299193237,0.080988014,0.022360587
0.354698871,0.062917049,0.028997991
0.249549587,0.078099596,0.026276772
0.359928515,0.03201859,0.037480514
0.31972507,0.073375595,0.021843981
0.42766891,0.083202884,0.033571902
0.410752648,0.06474418,0.021973268
0.175473879,0.055363292,0.019799273
0.351798963,0.077895428,0.021517319
0.245531409,0.102488819,0.018223862
0.420198753,0.071521605,0.027396502
0.359894919,0.048115428,0.033469637
0.384252582,0.093433747,0.027519792
0.280908201,0.034733149,0.030676839
0.466236404,0.076789548,0.037593702
0.478510881,0.057628067,0.02824529
0.280930854,0.084336359,0.027731498
0.373006264,0.05290427,0.024504355
0.306003879,0.09128026,0.015354743
0.347618348,0.073206229,0.031606184
0.268065668,0.037411951,0.014337522
0.468716064,0.033050973,0.030871414
0.28705336,0.062322543,0.02629382
0.33016421,0.090756952,0.034125194
0.38124726,0.070147145,0.025926993
0.307652602,0.069089281,0.020742482
0.333800339,0.063738548,0.028848436
0.313027616,0.08093374,0.022547203
0.340579993,0.074566824,0.025150194
0.27415633,0.072854359,0.026679459
0.321075438,0.050516084,0.025468686
0.335876764,0.088878903,0.025096351
0.32775328,0.09197302,0.020679035
0.352758883,0.044925098,0.025094076
0.330355177,0.108543317,0.011716681
0.397370121,0.080661924,0.025312331
0.328427717,0.05928699,0.018169849
0.340375752,0.03427743,0.034080463
0.306549643,0.079502513,0.0351076
0.315405421,0.077748479,0.013002222
0.268138952,0.057386559,0.027386663
0.382355428,0.036286929,0.025524865
0.275951268,0.087759815,0.019208497
0.301356897,0.057515688,0.030040832
0.372137094,0.059574121,0.023223527
0.374912239,0.118151784,0.014261078
0.323501172,0.105479292,0.0245619
0.219796781,0.08474493,0.02537464
0.376061266,0.059862367,0.027122535
0.365752651,0.079372108,0.017942155
0.258666902,0.027618446,0.030617515
0.398466036,0.069785208,0.031439538
0.304223495,0.054487395,0.018528294
0.276997175,0.045203179,0.021870378
0.35525939,0.039955307,0.025840745
0.337697185,0.077176902,0.022508158
0.362105758,0.069480924,0.038359477
0.246282023,0.070724441,0.027822157
0.465198808,0.08277855,0.019456482
0.310528517,0.05296414,0.020983313
0.250514916,0.046086432,0.025997682
0.388763958,0.036537455,0.042148016
0.326403255,0.061985261,0.025168673
0.369934708,0.081326732,0.02726697
0.327376519,0.065265596,0.02991999
0.345301682,0.079224965,0.026116716
0.364869381,0.047049323,0.042044262
0.301305883,0.05962045,0.022744247
0.392600304,0.054379358,0.031499562
0.319031517,0.04586053,0.027493185
0.293425709,0.100738208,0.030655367
0.35406179,0.082950973,0.018316806
0.37763225,0.054452392,0.038526647
0.334455754,0.054377936,0.025558057
0.293884768,0.066894112,0.026626562
0.38882438,0.042440645,0.019975364
0.23638134,0.075599809,0.021384206
0.283102545,0.045050729,0.030264472
0.351659357,0.061363065,0.033162443
0.261953994,0.049808013,0.031561682
0.350920964,0.059431036,0.034689256
0.345614063,0.044398833,0.031295633
0.406691013,0.040131574,0.026587433
0.29053691,0.050844201,0.032133173
0.309039521,0.055896633,0.030465995
0.370467797,0.062696995,0.025701853
0.191724413,0.069122176,0.031375133
0.547681401,0.094865637,0.035215834
0.304380355,0.082246624,0.028001962
0.302383042,0.063438448,0.023947467
0.404281999,0.080722168,0.031324612
0.346576796,0.055739701,0.039436742
0.235158023,0.093481186,0.024947014
0.389281804,0.07760661,0.02575858
0.40391374,0.043963001,0.025456005
0.320309532,0.081242493,0.034785661
0.331091856,0.082314439,0.013783419
0.380254613,0.020482496,0.028902895
0.290921849,0.054694403,0.0345746
0.377206153,0.059537438,0.020809856
0.361892765,0.033850883,0.036610943
0.305899467,0.049060121,0.030065923
0.259965766,0.051158203,0.02262407
0.334678228,0.076858253,0.02779311
0.293058382,0.073209585,0.01586089
0.413266913,0.114276414,0.022510589
0.358356439,0.060942344,0.03893013
0.399219404,0.08826755,0.020257928
0.357750319,0.069296332,0.039051385
0.365966424,0.072688021,0.025832261
0.29897797,0.047427621,0.033218465
0.391915486,0.03416188,0.026693365
0.463435432,0.054357965,0.011008826
0.329292909,0.081362266,0.022461997
0.31116158,0.095852874,0.027695064
0.339018747,0.078569206,0.018493139
0.318302632,0.076702602,0.017144828
0.304199189,0.05309334,0.028905231
0.357979082,0.094996265,0.021935169
0.330495103,0.091632683,0.014753648
0.441285838,0.05853077,0.021697022
0.349140885,0.067085278,0.032299337
0.369874085,0.050316039,0.023140784
0.410103657,0.09381166,0.032807439
0.329864973,0.075079382,0.036873764
0.441148963,0.066225451,0.026615253
0.308604779,0.075089021,0.01863909
0.297355696,0.07568448,0.017459467
0.325669073,0.060637972,0.02621192
0.341780479,0.045980826,0.03243878
0.259375473,0.045236019,0.028238351
0.346880198,0.03720843,0.030147923
0.242327755,0.076048773,0.023349448
0.438292513,0.107078548,0.0284539
0.343940227,0.037902331,0.023157511
0.308011464,0.070345926,0.024157441
0.290950167,0.075161134,0.01752342
0.324505729,0.050517801,0.015602012
0.334840038,0.071513781,0.023084434
0.282228484,0.048534637,0.018790652
0.290216364,0.089100487,0.019812234
0.337139669,0.057410976,0.030997495
0.31577249,0.069679751,0.025657204
0.409283273,0.07998625,0.046391728
0.422006997,0.060314435,0.03274958
0.350154106,0.036274965,0.022046537
0.379461369,0.058523298,0.03173156
0.263610997,0.081376864,0.028840843
0.389953695,0.066411423,0.021686275
0.347169141,0.071961641,0.033959203
0.380170307,0.04882661,0.021071024
0.451628572,0.070433075,0.005402448
0.203042178,0.080761874,0.031841762
0.365841341,0.06854767,0.022155854
0.278730911,0.101595334,0.036590766
0.387057351,0.064234912,0.021933404
0.265012057,0.049516173,0.018284473
0.317398311,0.039339849,0.037019183
0.362112787,0.088245918,0.019010961
0.3884224,0.06686195,0.02778799
0.353918428,0.08576705,0.036341569
0.298348242,0.075985486,0.027177895
0.313674995,0.09659942,0.025839046
0.40577916,0.090260694,0.027095031
0.348775727,0.061237314,0.03215052
0.241281982,0.072740272,0.020854953
0.403163402,0.087069313,0.030582926
0.375788111,0.046077768,0.030352565
0.40506903,0.093523646,0.042401489
0.327567445,0.089305162,0.024082527
0.402170252,0.085260344,0.020113628
0.281168226,0.064356069,0.031441116
0.385635671,0.073239212,0.023666412
0.317719788,0.048176143,0.028376303
0.392319266,0.068927421,0.027301972
0.413538088,0.057532276,0.034410781
0.301988816,0.069432605,0.021884228
0.345846793,0.059170091,0.025758786
0.35162296,0.072915413,0.008876966
0.42532436,0.088728439,0.020283254
0.394638235,0.044779428,0.036935984
0.271034926,0.084244405,0.021714929
0.378437148,0.032733142,0.021577869
0.396849906,0.029745083,0.01803361
0.485154807,0.065796297,0.030371499
0.241580788,0.068022906,0.027613645
0.314775345,0.075722949,0.01824664
0.434528555,0.038814955,0.030972808
0.262337587,0.066845698,0.028177205
0.272304175,0.070138222,0.031567027
0.382246371,0.090068182,0.02198963
0.414355639,0.066070506,0.038320044
0.306299908,0.077244887,0.029205019
0.38372237,0.050644939,0.025589888
0.356618794,0.064592286,0.022831343
0.44640175,0.060036926,0.024711851
0.349030716,0.080322856,0.032285984
0.412551944,0.050443751,0.024546183
0.291284517,0.053171818,0.033791395
0.337286735,0.078074738,0.030377277
0.342934183,0.099501514,0.035633088
0.422086262,0.074661762,0.031979292
0.386251385,0.073264273,0.025960148
0.300979219,0.061791982,0.013288311
0.392807064,0.087123226,0.028441188
0.39848584,0.077437801,0.031807524
0.341977216,0.098508372,0.027510029
0.332625054,0.073743703,0.030210888
0.33671514,0.051152575,0.023155374
0.240566045,0.057840193,0.023780885
0.361216699,0.050468732,0.01992449
0.364152363,0.045817391,0.035738814
0.293692062,0.090218493,0.027479159
0.396680628,0.082159837,0.023012171
0.261191332,0.046032401,0.017251604
0.31378512,0.099358204,0.025339953
0.318690844,0.072222473,0.036292869
0.476425232,0.051007516,0.029562265
0.246702438,0.074723892,0.021419713
0.385163661,0.066682265,0.036202715
0.409469666,0.054260732,0.036195957
0.373320771,0.033596222,0.033123161
0.424821138,0.068552471,0.031805745
0.284904005,0.073060071,0.034323331
0.203080553,0.022363363,0.030120484
0.398241598,0.077702498,0.031710926
0.272536826,0.078810098,0.021038791
0.328222508,0.059608544,0.036683556
0.273624511,0.069883921,0.027978688
0.416529014,0.062948287,0.040284253
0.404539649,0.053122728,0.012376164
0.303008886,0.061546317,0.031233317
0.406995376,0.091770369,0.033127865
0.356895611,0.042289439,0.024038556
0.340200308,0.072092363,0.029497223
0.352805428,0.071155186,0.03152786
0.336142153,0.055408917,0.030354666
0.388518208,0.060128678,0.022688422
0.369005304,0.043175923,0.025417982
0.326745082,0.05286034,0.033385762
0.413577262,0.068168096,0.03515834
0.309963801,0.073673149,0.027071377
0.367505674,0.052040763,0.026920773
0.376166439,0.121872226,0.027768105
0.443843521,0.057833076,0.03351359
0.316755148,0.070152442,0.01915824
0.460769995,0.063832553,0.017270729
0.360411092,0.060844867,0.027245273
0.336704017,0.090878036,0.018798
0.306057018,0.059449346,0.022362771
0.386679254,0.091466391,0.026984347
0.352262205,0.088065992,0.029703528
0.278443319,0.049439981,0.01903434
0.276888353,0.08618857,0.031893513
0.313547731,0.056419863,0.014219107
0.305830718,0.116223798,0.030135287
0.418960334,0.061091182,0.015564136
0.4372293,0.051289435,0.017642308
0.404758015,0.034158763,0.030799665
0.372048979,0.045071805,0.023603238
0.321699904,0.057651124,0.020932188
0.352617544,0.05028115,0.0233396
0.405792233,0.046208228,0.029583616
0.485613801,0.055625941,0.026021177
0.407597904,0.064256911,0.026190446
0.331167959,0.093496301,0.033631024
0.351563424,0.037827716,0.021475516
0.318221635,0.058163338,0.023153222
0.299016421,0.05106046,0.022806666
0.337327524,0.041149971,0.034414406
0.361656821,0.045546949,0.033196111
0.466714933,0.051910836,0.035225299
0.352460578,0.080565457,0.02616047
0.436064882,0.064480231,0.025315965
0.462333207,0.058404471,0.032244676
0.354175505,0.078698119,0.023685255
0.45210527,0.072861839,0.032092958
0.394918596,0.063960594,0.031362917
0.322385411,0.074689705,0.021599548
0.366112385,0.053277261,0.025821135
0.350593263,0.078982226,0.025573681
0.334246976,0.076148926,0.038288005
0.336396306,0.060623712,0.044152316
0.358364377,0.046370869,0.0257063
0.376936673,0.094745004,0.026488626
0.292452507,0.069567458,0.0107336
0.348526703,0.12178257,0.027843845
0.251623232,0.056366343,0.026343833
0.365831562,0.082963373,0.019029179
0.389068656,0.060236744,0.031783629
0.359629051,0.072383288,0.015646341
0.36743647,0.082619898,0.024917565
0.386913012,0.053790098,0.027345073
0.306529179,0.066136707,0.017820221
0.33381722,0.070745947,0.032271907
0.381851822,0.069907884,0.033636414
0.413297369,0.078436066,0.016877102
0.374422141,0.086013223,0.016730112
0.512635093,0.082624085,0.030525403
0.343276451,0.072548291,0.026182799
0.413154841,0.061770254,0.018078248
0.43026013,0.047956404,0.024365961
0.340560196,0.054916828,0.025654214
0.296575252,0.058571095,0.025410425
0.273383884,0.079959278,0.03207115
0.359521588,0.061483541,0.02902885
0.420240637,0.045967166,0.038535919
0.366527956,0.078963965,0.035824328
0.360199163,0.053720476,0.031048461
0.324839844,0.054381266,0.033784089
0.38506115,0.063908635,0.035477466
0.212330939,0.076259338,0.031237338
0.364011156,0.025292677,0.017979838
0.350929421,0.04810172,0.032290275
0.261359568,0.07100459,0.026888106
0.488472015,0.061473814,0.03750199
0.260266067,0.052638165,0.027033613
0.280114269,0.058343238,0.030001983
0.272214345,0.092364556,0.028654417
0.420245495,0.059856942,0.037930341
0.29224736,0.080488143,0.027608101
0.391954491,0.08188671,0.024542249
0.386757185,0.059954188,0.028513395
0.365759501,0.075734218,0.023375757
0.265379345,0.059953894,0.027504174
0.309923401,0.057125477,0.026340819
0.456288675,0.048021547,0.028256244
0.266456932,0.083353843,0.039591587
0.295861617,0.06087348,0.023607848
0.338736304,0.058154485,0.026645847
0.400942668,0.047995934,0.025022989
0.365245113,0.099844221,0.031008229
0.396654874,0.081002702,0.01828296
0.280769247,0.065559051,0.021637902
0.409639607,0.055636631,0.026121083
0.38557348,0.040891246,0.030140309
0.246998311,0.073056854,0.026074472
0.447757478,0.072996962,0.022958638
0.495952889,0.043034886,0.020443069
0.299901651,0.088414452,0.029904255
0.352692456,0.081605727,0.0362899
0.438630958,0.050916018,0.028607993
0.254256577,0.058091727,0.02768327
0.221680163,0.060358557,0.029438398
0.266060489,0.07074131,0.019922679
0.312808125,0.065333651,0.024253077
0.312079545,0.038964095,0.024553323
0.388027718,0.093933332,0.028418333
0.366327354,0.073489412,0.026172308
0.269318441,0.090166507,0.018043954
0.385467874,0.090061426,0.03411454
0.469160294,0.064233018,0.038007089
0.425797645,0.073942364,0.02458578
0.412607034,0.080911923,0.029129343
0.350420338,0.081493725,0.028225628
0.412128203,0.065009643,0.031777242
0.287248496,0.056988312,0.016236357
0.397229421,0.068527162,0.037462176
0.343539829,0.053750634,0.023181232
0.421560919,0.058087534,0.035068476
0.378975303,0.032055671,0.026945746
0.279322674,0.069381022,0.023718582
0.357325742,0.049771484,0.025428174
0.427153374,0.058089199,0.032549393
0.276802098,0.06697351,0.020467441
0.313315832,0.073445704,0.023817256
0.299895525,0.101262613,0.0230829
0.253333912,0.071513261,0.014618988
0.410695876,0.042948994,0.035316911
0.433095538,0.07021277,0.030365011
0.400369633,0.057384899,0.026245815
0.364664264,0.074956331,0.03437831
0.345795432,0.055799198,0.019828128
0.364459948,0.055395207,0.025888014
0.302272823,0.05887631,0.038233529
0.406377547,0.056822732,0.033115545
0.416090311,0.035682544,0.011118847
0.408856096,0.056103902,0.003524046
0.315121469,0.067656676,0.019268972
0.35414966,0.089102016,0.033675681
0.338509937,0.062727214,0.023149707
0.463683717,0.061339945,0.024897724
0.360637264,0.078142725,0.030566663
0.228583927,0.077428717,0.020316962
0.374651707,0.096148105,0.02785308
0.469684526,0.078235836,0.031828265
0.393012529,0.067560632,0.029597209
0.405457432,0.091535965,0.029109471
0.351437644,0.094911297,0.022260261
0.222863194,0.059509964,0.02992165
0.233183459,0.070696475,0.023457277
0.269326734,0.03822774,0.035347943
0.341004553,0.061474406,0.044030631
0.368982946,0.052299011,0.02131413
0.393283995,0.064124041,0.011468505
0.327322102,0.059399495,0.023472309
0.410417968,0.064972012,0.028978386
0.331210448,0.066084721,0.033599145
0.304006389,0.076617619,0.033797377
0.403674447,0.071981935,0.021011846
0.290559031,0.057983877,0.020948131
0.174333846,0.045140355,0.035089579
0.281239202,0.08970879,0.01889505
0.355158759,0.092930459,0.033874351
0.151846835,0.059879602,0.02483497
0.326253771,0.077817396,0.031651923
0.327858041,0.040956493,0.031238504
0.257765434,0.040318871,0.031722261
0.254175669,0.063138525,0.032022684
0.31950792,0.093890675,0.019601916
0.314086959,0.04942433,0.028433986
0.429824012,0.053175318,0.026488061
0.373137431,0.096290594,0.028508702
0.24787636,0.034470041,0.034855876
0.294388723,0.079314914,0.024531486
0.394291312,0.076517779,0.021505851
0.470562666,0.064261801,0.021395048
0.373882729,0.071234774,0.024258955
0.36902868,0.114198152,0.031557262
0.468306597,0.048006559,0.020800025
0.347675895,0.062360601,0.03434808
0.32933048,0.063699355,0.028385467
0.258611336,0.05572586,0.024840302
0.316269998,0.044209441,0.017252987
0.488671515,0.096038186,0.028073075
0.258067396,0.071790465,0.03113765
0.349844783,0.036861886,0.01427366
0.258926542,0.055494135,0.034572511
0.357356664,0.075062546,0.037700578
0.405980548,0.075027574,0.028715239
0.333522567,0.042471137,0.029767189
0.395905705,0.066289687,0.042957274
0.395297022,0.072510666,0.034846558
0.377759293,0.074836018,0.020230798
0.459051286,0.074871823,0.026277864
0.399011441,0.035713742,0.025315083
0.329595731,0.10051765,0.025356633
0.305522161,0.071632226,0.010166144
0.294987265,0.099793804,0.03158742
0.379606623,0.11845998,0.022022184
0.328394035,0.065068997,0.027515239
0.523927353,0.046118601,0.025457777
0.467134197,0.083162685,0.032370422
0.335388004,0.064710965,0.024361967
0.328047567,0.059933196,0.020933082
0.457381446,0.049658562,0.030046112
0.228501375,0.097706566,0.036033822
0.320206748,0.060087443,0.024197241
0.410022641,0.043190555,0.035794045
0.290709379,0.060000974,0.028191461
0.318587668,0.047469487,0.022735981
0.326637863,0.070692313,0.036859249
0.391451842,0.060499043,0.020773872
0.357936377,0.049232342,0.033351507
0.374881114,0.078529919,0.022973053
0.387255071,0.056542482,0.029481948
0.351045472,0.080684079,0.017922148
0.420258202,0.090170218,0.020643707
0.30243916,0.061512807,0.033701548
0.25714637,0.056488088,0.027683145
0.235321783,0.071423201,0.026654905
0.245304531,0.083645078,0.023373699
0.313868197,0.067854761,0.029456294
0.415101052,0.070375386,0.016802649
0.36028311,0.067429249,0.018705991
0.310791886,0.073399432,0.025309186
0.280605196,0.07900627,0.020666434
0.315253574,0.055436594,0.021583929
0.323273695,0.059383616,0.025901374
0.312934134,0.068673763,0.025448292
0.257375483,0.056148745,0.024865038
0.318653136,0.07030775,0.037820877
0.414274136,0.07737127,0.033331107
0.209847268,0.067520521,0.034831761
0.333717317,0.057246748,0.026198824
0.213258535,0.054180432,0.022928455
0.360851917,0.09882679,0.016413999
0.301252306,0.083416521,0.024002835
0.215542553,0.048128781,0.0120762
0.355577806,0.053053435,0.022385887
0.465530275,0.100991971,0.031637067
0.356102322,0.094590205,0.037520652
0.423539111,0.070167386,0.033019054
0.344548212,0.088349092,0.020478941
0.210937255,0.041647329,0.029772938
0.380542761,0.067927246,0.020976072
0.322337758,0.080985107,0.032040164
0.255483448,0.035061232,0.025627829
0.399395676,0.05407816,0.032281922
0.367500801,0.081727539,0.044049867
0.315476208,0.087886123,0.032723379
0.404726619,0.057427602,0.04239969
0.293272964,0.073021464,0.027609886
0.390338923,0.09616907,0.024129249
0.288892775,0.061159999,0.035545305
0.383327036,0.044359864,0.038226349
0.278626583,0.06681976,0.022583038
0.444508419,0.060961799,0.026918025
0.365416014,0.090877672,0.016546932
0.440901644,0.070731361,0.025019186
0.29645144,0.05374089,0.032488719
0.31863427,0.110292308,0.025799241
0.402907342,0.059073137,0.022485545
0.173396673,0.076246412,0.016734221
0.280801488,0.079844811,0.028919428
0.415301528,0.081753447,0.031865617
0.37891758,0.070957387,0.030485881
0.411816796,0.078263423,0.02814433
0.329288213,0.066705081,0.017648197
0.385251352,0.042844512,0.038483382
0.302318403,0.064022718,0.026004091
0.261255802,0.064400568,0.025398363
0.240578691,0.064765939,0.031422184
0.313791733,0.070307154,0.011546166
0.313969029,0.05687323,0.025949662
0.308817216,0.091269837,0.025453314
0.121831909,0.095568748,0.028947077
0.221120167,0.029050634,0.03563765
0.315013594,0.068068757,0.029632807
0.367510989,0.055356576,0.01381842
0.312057101,0.021883664,0.024065018
0.292963914,0.075146159,0.027802663
0.201273439,0.056977468,0.027402108
0.478602194,0.061269451,0.0175988
0.278603312,0.056398676,0.014973735
0.456947202,0.087098157,0.030159958
0.449087749,0.089787302,0.028749779
0.366672749,0.072791665,0.026245911
0.312453128,0.080142827,0.014550539
0.357596192,0.065918849,0.038567397
0.275277223,0.070378978,0.006487813
0.365827375,0.054806217,0.023893303
0.349317051,0.068514028,0.04074366
0.383199803,0.055302261,0.025311687
0.410002139,0.074490886,0.027984796
0.460113884,0.082512892,0.018299625
0.324256877,0.073396397,0.035716438
0.415955558,0.088813142,0.017520837
0.298422626,0.115407772,0.028138177
0.29183232,0.030706939,0.027317957
0.309542308,0.068145709,0.019180984
0.286234425,0.057862458,0.032479434
0.411912547,0.059839863,0.016674389
0.408260291,0.043921757,0.02170135
0.430617782,0.068831734,0.026195117
0.347507519,0.063343564,0.023561131
0.366701733,0.05673077,0.029602654
0.312080519,0.063413313,0.032733883
0.27541049,0.057437556,0.024375932
0.377758866,0.026533339,0.022676022
0.366316897,0.086928704,0.022844082
0.278225298,0.062545434,0.023883031
0.386617707,0.051135616,0.031948716
0.237572737,0.073314629,0.024898815
0.337663364,0.056206905,0.029189728
0.308757239,0.029516165,0.025766519
0.315228559,0.083564785,0.020596541
0.279733996,0.038297161,0.032319803
0.410133902,0.064047501,0.019268029
0.385376172,0.07002577,0.026434635
0.424924405,0.091736192,0.036597536
0.357486145,0.08891788,0.018890113
0.265989425,0.070830819,0.026013342
0.324853446,0.054424299,0.015515757
0.272812899,0.06056027,0.022895979
0.377744584,0.08711045,0.016134672
0.425903431,0.099448765,0.023910529
0.369373123,0.077506167,0.022697768
0.309896851,0.056517573,0.02729782
0.324576397,0.08608048,0.037265148
0.36132603,0.061278183,0.028334221
0.255594094,0.060702376,0.030909147
0.357749052,0.06297812,0.026044133
0.360880756,0.078324786,0.024713936
0.313245187,0.072764816,0.020668488
0.32132861,0.085434724,0.01403283
0.358981507,0.090795475,0.026863041
0.295436726,0.076966845,0.037572765
0.295297488,0.026721542,0.029660943
0.397803055,0.037945976,0.022727337
0.362153584,0.070704394,0.037711964
0.455363085,0.066761491,0.023423008
0.28456837,0.106030636,0.022145007
0.233778593,0.067370568,0.018069386
0.40797449,0.065209331,0.01978955
0.408958631,0.084571025,0.024701313
0.30031118,0.086699585,0.040111367
0.253512538,0.063747265,0.024977114
0.344504262,0.076259767,0.01931281
0.235255583,0.047888191,0.022237116
0.325496294,0.051250137,0.024862601
