COT4,COT3and4,COT9
40.23307521,45.33196471,36.49476497
38.17517944,47.53319792,36.88159623
23.99515309,78.69985777,42.67881034
20.18352058,48.8129337,31.14321308
54.21759566,22.09203213,14.16209207
57.74501022,15.84965883,101.3589037
39.78527328,19.65409811,38.14277391
117.1258736,44.74312774,29.71089513
25.59779373,16.75337154,15.37106275
11.7458324,13.1551774,32.97654138
71.20057205,44.39591319,34.01229182
34.67244078,28.47633221,27.57879221
51.32637199,45.47554676,22.99064552
28.40647506,12.83053452,43.04984074
52.45261118,12.31653972,16.06103036
51.86213001,51.59627298,37.97763873
43.39122407,51.18999561,49.08195573
36.89768129,13.70329425,28.32961341
38.49895681,15.30409975,77.83898652
81.18585284,46.52340614,48.80655459
24.67396799,38.49612463,27.96985227
68.97343505,22.79235824,73.02740735
28.78158205,18.97591837,13.77046862
28.0497842,27.81855716,26.03429673
29.45887143,21.45282178,27.76629099
46.35287819,18.49537129,14.58752777
23.42089871,85.63128894,26.866721
62.60226967,36.42144187,51.54363794
30.63710928,19.22098366,38.78485926
45.21432828,26.56391158,57.47838735
96.36017795,33.47305859,50.05743839
12.45436403,32.79042246,36.93899956
25.16072692,53.31203699,84.73985723
35.71974501,13.38792029,24.9022743
36.83302915,40.40571348,60.18226781
20.62060482,24.91832274,66.72091881
38.75155187,24.56601319,33.87858675
23.72972266,49.72600377,54.84805295
67.54221233,20.76297641,45.80148987
33.37301597,40.36856975,26.59882215
13.41406424,57.58603255,67.03248053
38.54898984,22.56462517,44.3984593
15.87026194,17.1724946,28.29849429
24.71278848,27.05412836,81.64322736
32.63442636,31.58968639,28.54179759
43.9505777,16.21206502,53.0788458
50.88458808,13.60108864,46.04775332
36.21791491,28.2666423,48.06887942
22.56010109,40.30174319,62.48370116
74.45874308,35.27788104,36.28749025
26.72170137,15.94303442,44.24618165
52.16005041,26.59089824,27.69865434
24.66392305,66.22730962,49.8233547
72.14592722,29.70358739,48.03397885
48.25174208,47.70801296,40.47231027
21.21206285,28.05345614,28.44830342
16.75764396,57.78612222,49.0376492
40.42569191,44.75507014,40.30173748
15.59937445,25.79089936,66.04721219
25.6172216,32.5437049,88.99104207
79.01874061,26.06199363,45.08301806
15.0931132,34.14385691,38.01328464
29.89589202,18.65973214,40.97580024
43.78281333,46.27675092,47.10667199
39.53819669,17.74263051,22.25642814
26.74819594,17.89956988,54.21766109
29.54771081,28.57510818,63.66134016
44.65414996,27.46221501,40.86096973
45.16423423,50.12168032,20.49464341
59.42861607,42.84228267,30.77984765
31.54441076,20.30188235,25.53617579
22.85968499,37.38105094,43.22188951
25.78857469,24.92475416,88.83915072
21.63438626,20.23793971,50.33531888
31.53568712,33.66473226,98.62873888
43.51504383,22.59271745,48.07652659
42.98030452,18.32297654,50.14927966
31.81267527,49.46763196,21.48284458
19.75867732,26.26229281,49.08664455
26.79675427,25.55245969,53.03672802
15.45902498,23.55529286,46.25575352
34.20403167,33.8259538,19.5960781
16.61679432,24.22786889,39.53607645
57.59844786,34.71555065,50.2845824
64.67156831,27.30930616,65.59696049
58.6228178,22.54511168,33.43644563
45.76250847,75.01300929,28.79340969
34.42358251,52.07891546,32.23191311
13.44583554,22.89229614,43.43598669
76.48591331,75.0920242,26.73554156
62.00520201,20.51652241,21.02536752
31.46948346,19.93578592,11.86601558
50.85100489,20.31326508,86.04909845
34.27261758,55.95920401,51.48753155
42.3212282,26.98109366,40.50440425
34.61204281,26.98756916,63.63622206
31.39247111,34.04040567,14.84673351
20.06931439,26.40129447,32.77111408
23.94554732,47.10735163,40.10657712
29.58824203,35.78299339,20.80982249
56.3480731,39.3589459,24.68038441
13.23632788,30.15499736,29.45470929
43.12249399,29.53683726,38.12557452
31.69421823,55.19374128,22.09421244
65.81928193,21.57426848,71.47189011
45.34148177,86.15396669,38.78267602
37.86499101,60.22274624,110.8160533
28.02980983,33.23491518,80.02808075
39.81690117,27.49173567,38.56727189
27.75305689,17.38140353,54.06367783
38.08394249,13.43575476,59.58097044
50.98163638,42.41718405,32.59174832
37.75857047,43.14976048,46.01894824
48.07326417,21.59601304,43.88120287
50.75449525,17.56225054,22.71876962
20.01149107,18.43082493,19.57543162
46.1838105,31.15998255,48.40170584
23.68022181,43.08550663,74.36435351
23.24855487,31.31221828,41.3129563
42.44703886,30.51301766,39.75425539
44.37718304,39.67819166,34.89184188
48.66623181,42.92475338,63.25511151
21.749794,26.37871092,57.2767717
16.0448459,35.95869433,53.76830085
24.98382247,15.78764673,80.91065153
35.56218491,57.10115558,83.35966081
60.5637972,50.33187177,32.17505043
23.92685409,32.95858809,40.17059317
86.21618716,21.69027315,32.33916219
49.44851983,32.13190521,61.28573465
29.50464485,14.87098902,32.64504376
40.82844271,30.63595464,83.90049717
31.22465958,22.1276728,54.24622366
44.84591967,14.54103135,33.78682095
53.89168255,40.29884999,15.11788896
46.56161611,17.43962382,52.87369612
72.14433208,46.17055048,62.27880937
16.68650837,68.05148834,54.55884885
23.43769378,22.82416907,63.93531417
21.68155776,27.83066582,68.17996692
47.07378466,55.20624717,49.78626949
21.84646705,27.84445347,18.58666392
32.70811272,61.17019394,54.16800838
56.88447611,24.49664023,30.21321815
57.85697384,17.13531907,29.78350239
30.02298792,36.45825129,51.50216314
22.21212908,18.7641044,20.55609912
31.27947875,36.28828882,70.55370861
49.16784753,21.43011225,25.38089547
41.54740076,62.67000172,65.31792163
45.49758674,21.58964976,33.92915792
58.96423492,22.82195937,37.95290039
63.59075894,25.52917542,28.62511718
37.23387885,11.7603061,28.84233633
46.54977536,68.3747744,55.02285508
10.67432361,16.59599424,30.85408747
34.66666774,13.28673608,48.43223697
25.83912457,50.68532587,62.64325633
24.50439554,21.48190317,61.15202852
17.8035298,23.48798002,35.52854912
47.89025489,35.86885713,33.42433659
36.00978523,48.67003117,37.21024941
46.3642715,25.74010987,72.68811957
24.73796136,40.74788738,39.75573191
18.79128045,59.50883631,57.19781058
19.29935024,22.85900299,43.32100277
23.59109404,18.56908199,22.50778574
23.89944071,29.14313767,21.82549546
20.81909186,21.10536702,96.21135958
20.17419181,31.97625404,21.59140987
71.51690223,22.08640179,42.74756427
64.24022504,25.11963179,23.64504857
26.33876829,32.59958423,27.06063266
22.29747026,45.38587212,32.5569466
36.45630341,41.95992253,38.08452136
32.3078905,33.98027819,24.29743187
25.21242532,9.491292983,57.46505464
49.21799207,18.65823529,76.33324637
21.41116202,40.53057717,58.92041284
40.26212113,21.79162611,51.05314939
17.18572898,17.02416162,48.69523807
19.16667337,46.05873462,77.31268951
14.81953256,41.15672994,84.36396895
30.05751465,39.98649484,53.4234687
36.603481,14.27384822,33.71545637
30.91139793,16.16509641,30.50299974
36.48729443,34.94393646,50.70603947
55.2639681,17.03359107,46.93513285
39.16141706,23.3713546,34.72114335
69.77816224,15.74690261,49.1650377
42.84206156,25.07454606,32.48642743
26.98973037,18.96132733,76.11158362
42.51098931,42.11648043,25.21332797
34.35458905,25.58664595,34.98657365
50.35874612,40.61495522,34.18488916
49.79582054,51.9416858,50.74151272
31.62010581,19.85158915,32.49205705
69.55917759,31.41733035,29.39520821
23.26833775,24.4210964,42.61786419
43.93193788,22.41931916,22.28590941
62.33801456,32.9222682,50.88583517
15.03812363,32.18523975,66.58274556
100.3625341,16.83753759,20.19861874
22.45838176,25.12853391,32.3256991
21.60659595,26.70262245,33.23683251
30.42370239,32.47424257,72.70952597
31.2609328,109.3284922,32.24756489
15.78671905,90.50861161,39.6557094
32.12229192,11.23002887,79.18063997
78.94669775,44.15030945,49.66307467
52.81448293,16.66038988,31.67801705
41.73648682,19.52570758,31.37826317
39.48342464,20.33453839,35.07269904
55.44843438,34.7666435,53.32981264
25.24486636,58.04783999,62.9476594
23.88752134,51.06094111,28.17018461
40.26240525,65.44406993,37.12158497
31.4432277,22.08888725,40.01937288
25.78986632,13.82329837,56.0846713
31.23054309,20.40664891,32.26084844
40.85870369,17.79192071,15.05150229
28.92173951,35.66654901,32.18297858
66.77007964,28.43739358,87.51195473
25.24706138,54.99779614,37.48944642
33.84849568,44.78523684,23.50254378
41.23602798,19.51419904,24.3638905
12.6711796,30.01278207,24.54107851
79.38056983,42.63328716,35.63094923
50.23282057,12.61688952,38.60608932
18.54728186,25.35756411,64.3291235
42.50722926,37.52713458,37.89998361
43.86081997,21.6955291,15.43204329
68.43961934,75.21288898,25.75626427
47.59799344,23.00796595,41.40118783
30.63852243,16.20089866,82.4054904
23.07199768,43.08212346,52.57429505
53.00207965,32.47588199,74.3389271
20.40885942,19.26106867,39.64746234
17.91666501,23.91761756,31.1103095
54.4145643,72.78542889,63.01136434
30.66479436,24.48556997,32.20229401
33.49781553,43.80092536,36.62231895
94.0377113,21.74834778,28.84335026
31.90138036,28.17157057,67.69313146
37.77201299,54.29738318,26.7126718
36.47018054,30.18781836,27.06624159
31.59888087,36.32540236,37.95256064
35.08608637,15.63684056,19.97548402
34.9772874,43.17163404,21.68859143
47.23806973,20.66010963,42.62798024
42.26120604,24.46499098,40.59906475
39.34495522,19.46808309,30.40151977
44.45314682,27.63580174,25.18853942
20.21912643,37.06385509,27.65068
41.11264914,29.56912464,34.7380593
43.77526072,33.97792022,43.33424986
45.05875813,33.81155361,18.35593493
42.54869502,25.47417595,49.9208468
54.16390246,48.68474938,43.49488512
32.0924379,31.99407236,72.91152308
98.00918462,23.65134306,29.55390726
37.3796541,33.36328105,85.93342838
13.69048167,18.90205062,64.10776197
46.85251489,16.15142853,33.55516194
55.53781147,68.83692087,30.89570958
25.77437745,67.00707569,31.33399235
32.40922308,20.26582374,30.00718314
43.54113372,29.07490308,56.40450276
41.43205334,31.24995155,55.15990283
52.50497557,80.015885,35.61576116
39.87610533,14.06833329,17.55188525
25.09951204,31.53546919,18.34481517
38.4484154,18.84536937,25.90977157
62.74167164,15.8578021,47.20505497
25.18176943,17.46066088,40.35838773
57.95533208,21.00664656,18.7397227
19.1439188,20.90963425,25.74282287
36.80802281,46.62796455,57.17851587
26.9998806,14.81640009,36.54824537
43.35249442,43.47197464,49.59801983
47.64676551,8.902158116,35.08167193
23.77710272,19.38532465,43.93770843
23.01982354,8.817148182,40.87273252
63.32609952,30.18999059,45.0068538
26.62161394,37.56138697,72.74360263
38.4093411,29.16643841,35.19137972
37.69399731,31.88030805,66.54288097
43.04442836,32.12898394,37.71598641
24.25917768,27.22204482,58.02202618
15.97045446,68.99237324,24.68979646
11.90778752,39.60576774,137.0557339
44.60027126,43.66059674,39.09407344
29.94236509,37.71745268,68.66511488
18.18737759,39.2793212,18.29527524
27.84963373,42.26386056,27.92166697
52.03431606,23.48275318,31.25812313
29.39643614,23.46610413,44.95753455
48.6004368,53.86283997,39.91136035
36.88402904,37.99461027,33.46337347
59.83587083,25.3530275,49.95579437
30.34863512,20.26061772,77.27157158
57.81293351,23.15822823,24.44293897
21.03804147,52.93519781,26.7670347
49.86238597,15.48716976,28.95217054
17.14992876,22.13938531,37.21022453
37.82325172,43.31759306,72.77716166
45.21832622,35.39686703,30.75312213
23.97947013,20.94707037,43.43012359
17.00490965,36.54681642,36.47485733
48.99198786,24.06648218,61.79702776
50.98148237,56.78156552,60.53300846
29.04527591,37.41867856,41.72212321
27.10307441,32.62060796,15.17936482
76.70579945,51.86845713,38.89339644
22.65752431,17.41516182,51.23272619
37.64563561,50.42267714,22.9692328
36.92489919,75.66653888,23.027705
31.15480148,41.6770918,26.4026632
100.587865,39.20954107,25.37045803
21.76769657,22.95338269,43.99593174
32.0354663,30.18058135,53.32823696
66.05709678,23.28298111,71.94256828
32.66446488,10.23883449,27.820845
42.51416461,42.92100473,38.70499794
13.0905348,23.57467902,27.02348668
18.59111591,26.17075083,57.83084687
64.0849019,83.10050282,43.63217295
29.96330477,31.84025848,38.82590259
37.98113762,46.84833938,64.67106872
26.90769201,41.11139991,60.0484377
68.87355926,36.14375095,33.05651766
23.6197669,37.2768296,40.63365046
38.53932732,12.82338821,19.13708953
28.14942952,19.82248769,39.81029622
31.37310113,48.61458366,70.7837085
9.571914361,20.14084054,30.46171711
39.6926345,82.16811301,53.83640813
31.39714823,21.02372549,57.17842745
44.55584467,36.34651443,44.22141286
32.3310096,25.90055126,18.09892562
91.26962254,25.57754115,36.21231971
29.77874526,10.70671636,33.82985107
32.75699958,50.76264439,46.7106497
26.04681641,56.94132342,41.86967562
36.13362388,22.98785739,33.16308765
24.57236199,24.09799912,69.60685266
30.87149203,18.06218274,29.73264258
45.14787794,54.92957342,65.06771087
26.84226423,29.31869825,44.44256622
19.20527596,26.61048621,22.51376732
21.80140075,50.65145301,21.28158289
37.46263213,17.69625341,57.95494707
74.77066151,17.48106057,31.98284249
16.87174026,46.60236134,25.52242027
22.44671596,65.31177838,57.6542141
48.08479846,22.25011401,22.3617139
20.39190129,28.55976728,25.16738793
21.859185,47.85425561,39.71805883
44.15025957,23.77577282,32.24409632
35.5260721,18.36475372,55.0278493
31.94385041,90.36303624,42.87430956
19.37745604,19.79616852,50.95730128
33.89960745,20.26952373,27.71387934
32.9609618,27.23804811,25.57411729
72.71125621,59.96214643,58.22317064
32.05704474,49.86166737,44.33067707
15.76146218,31.71464175,55.98469498
69.71763553,16.01970858,62.55301633
30.448167,19.84058587,45.57105797
87.20401548,33.15022803,28.75749851
42.84595502,32.35141094,47.70354297
20.2738259,30.30763745,53.2141458
15.14077751,56.5766886,31.78104278
35.92797761,53.98335731,29.09238357
63.27444006,21.47558102,40.50587581
40.36545375,12.37047811,48.46061764
53.26122933,67.54765246,25.69717924
53.23944425,30.84225256,20.44634874
37.49609851,58.92550934,54.58961512
43.10935876,74.15525568,70.85057508
35.97128496,13.04478792,34.80651414
46.96470778,17.85428445,42.48663552
30.55180193,24.29267847,66.7307716
33.3376333,19.26826596,23.20635607
39.75124026,20.72650214,68.42568588
42.97945563,29.94839813,42.8731831
27.54322133,14.60143973,70.25097752
51.47564318,17.31868313,52.11025796
24.72252077,13.08428642,28.66323231
22.86165718,38.1033919,43.43789648
28.31401336,16.93853352,41.16212967
43.71078516,13.1345594,40.43985569
23.86331988,32.6588717,35.50978163
33.98368169,42.73732654,28.88663711
48.54404057,21.87395243,39.35001814
32.50586833,31.14367549,29.35854473
59.96294355,23.91529015,18.08195904
76.31993695,40.17978163,33.25813554
25.16292884,52.9945501,74.96750727
18.84041307,15.32858474,29.64638883
