COT4,COT3and4,COT9
29.18582928,31.91790564,52.83993824
37.89928428,43.79983955,70.23385543
26.94448581,18.21661609,21.39727315
24.65392232,30.62611959,20.79466076
88.1704295,36.07673628,47.07413437
44.18520784,42.39396181,32.05281412
29.92990954,44.63582195,57.45507409
43.85048475,19.37000107,21.55852717
32.79038721,16.16307925,48.80827649
28.80580301,26.64119028,74.91778431
84.44206687,72.00028308,54.24088172
58.14937982,49.96590256,44.88965933
37.69819146,19.4351227,38.17628523
37.22415524,33.01242668,54.24746059
55.95439649,24.4511281,17.40308182
33.44603554,79.4802403,22.98154969
19.87811663,58.53740326,32.25812744
39.57532392,18.76599996,48.90693567
51.73893765,48.08598466,63.89683101
89.19922782,16.69420757,35.84197153
22.88047195,31.67359071,40.44055717
65.22437881,12.53393245,25.39843755
22.65802318,32.78705057,60.23518806
43.59015835,23.17919185,39.57135429
15.96120428,31.46808221,18.82415896
22.18566699,36.07970655,37.96951343
52.89571663,32.12898394,48.55535139
27.46006612,47.23614819,20.11975652
47.95302479,20.38166235,29.85866475
33.18433416,19.45752387,79.62297086
28.50900749,17.80389913,26.85379145
48.73461417,64.89749624,31.7525898
60.93307078,41.70285027,42.81087885
57.29438659,35.23730497,74.31071166
35.65610382,13.03954871,31.66218222
30.6559375,10.80248459,62.37251616
21.94987097,28.07751638,25.24925277
43.15416194,35.02729602,25.09291897
29.11888102,45.03002137,18.18256417
42.23032042,25.98986035,39.38124757
54.35634388,56.78650015,19.76769896
34.9182297,57.35350897,48.31219643
62.80801395,31.10636719,45.72157977
40.25296479,44.96920784,39.73238871
43.51884196,17.81008938,59.83380174
44.64243549,18.96562082,52.99390107
43.42622749,65.06986692,72.9783985
45.21980851,17.70820058,59.53778467
35.21308752,17.54966725,75.05905529
47.14537622,102.8104413,61.47720184
29.29228567,44.97688936,17.59371088
26.11912326,25.88419992,22.6477696
23.72972266,38.199977,55.01028543
33.57118821,45.61578472,71.49703111
16.2463871,29.08893278,20.56991664
40.45040266,47.1959606,55.79129421
30.32068177,13.25771532,24.15115311
35.64822997,13.7002659,37.63450718
55.80445148,31.3114595,27.3070783
20.08161427,34.13235615,39.98004744
39.99144827,16.88131946,37.91754673
27.30732072,21.5096141,26.46938775
50.59371857,53.27892912,49.17776065
49.72974042,29.22495422,41.06258361
42.27062122,26.42676565,41.49116851
46.32040245,14.26355445,100.7235746
54.02968211,41.19461588,40.93344203
26.22772784,29.17856478,53.3593002
41.64142602,72.46545884,28.29993085
36.06020233,31.06380917,30.10122138
58.0010563,22.66202076,41.4016406
69.56447625,89.78176965,49.91924046
87.57093249,91.15456448,17.80216726
18.69568619,25.61670259,25.52533798
33.01243957,54.1749877,46.00846426
33.65052364,14.28514194,25.3596505
38.0603353,34.68535186,49.94939643
37.21447645,27.6238535,84.36104274
20.14468958,26.07860287,20.1713227
48.2998539,33.55531873,53.25229861
93.22096787,76.29967898,24.74033052
22.67602508,50.66653853,43.19979802
34.96759627,22.58936807,56.22456746
88.95927368,45.68174525,29.8609998
35.49587772,21.61057358,19.31408206
26.00541484,21.73455829,27.44601848
36.12589893,16.4425719,35.25515096
31.37595718,29.23767516,30.68562248
31.52409185,22.67425727,51.02033457
27.3425961,38.12907574,84.86928757
37.25013677,29.48674416,23.43994152
38.59293034,35.31800536,56.19553082
34.13211828,30.75687366,35.53349192
60.1395678,58.50512193,39.29769413
41.05445131,28.04919126,19.6194425
51.3416391,14.65734247,75.30636525
51.75414387,34.12133818,31.57300564
73.32032352,21.39352706,51.76343782
9.325076373,28.61709873,40.93975733
29.41278535,17.92468233,36.66002982
47.37790664,65.72851862,65.1698421
50.25410675,21.13781815,27.61143068
49.35256731,29.87977722,37.91365271
45.10162286,21.79706987,46.18206017
70.12111109,30.89284149,32.82085195
50.78745988,61.28622193,20.19645055
48.44489661,29.21369486,43.23198551
66.90385295,51.31171714,41.7921164
25.53869784,31.61174341,91.55702833
26.68702984,22.92287805,43.97469241
44.2149993,37.49040757,41.27562039
26.95101,34.79613587,32.90147269
32.57697102,26.75518076,34.18451359
37.00024109,63.76889699,38.24991517
39.37636715,14.63134454,60.09783659
46.95382047,37.84134109,31.57760799
59.27875133,24.79712871,47.78142443
31.30561952,36.22296878,42.57186115
27.16512076,37.61745628,64.41485753
25.65483703,23.38622929,45.30652972
57.01207383,31.72384844,77.8918273
45.78708459,35.31824648,22.61130504
18.73270115,62.45730228,48.64973251
25.92609258,18.60615651,21.86521777
35.76497836,45.24492301,28.77070808
85.0564405,25.13689463,19.45655866
35.89884108,10.07510511,37.70820248
68.75050841,73.02678222,29.05088665
59.33341887,48.19025047,49.71202062
28.87725217,20.20078429,30.23912598
40.36774208,48.57820796,62.24373441
28.62308608,48.30250643,17.0333298
27.09109714,33.70467714,69.07449156
35.95594115,29.06308672,25.69744783
53.80584647,119.3621398,45.33804676
52.1496195,35.6879914,25.07381951
36.69520719,47.4161122,33.79177417
30.06648233,23.82554895,30.61487998
29.93095395,24.80868086,23.8182318
29.68233037,31.1260656,33.17793091
32.43095811,14.36393689,28.90409516
42.10053993,79.6373858,17.67856685
14.76340916,54.26865361,31.57290687
19.57387572,39.49939514,51.48083392
84.37007209,16.83452419,32.69767508
38.89418777,16.03974436,27.42443255
32.62481825,54.57846888,32.4244897
86.21739403,42.68072859,50.43307422
22.0727561,15.62802828,35.9640454
30.18016189,12.45083158,28.40962782
46.03846133,37.90124726,43.19115797
65.32719477,19.41395197,28.54289443
59.07903377,19.88769391,33.26065993
47.40524972,57.62628067,40.20219961
52.77163661,30.76706199,74.79509004
23.20124749,91.97234986,34.58667163
32.31373238,40.93963094,26.06211954
55.68226063,18.52612055,27.72132549
43.78989323,16.97640656,34.32705671
41.99106816,39.48867774,26.67547485
23.61466288,28.61226087,47.16176493
79.78477063,26.2777682,41.73259749
75.0241524,31.07241091,16.61818478
43.02835354,29.05136715,23.9441402
41.52555687,16.22581129,48.97571165
53.76180061,24.1254219,46.62749052
34.1810484,26.97157255,16.93538361
29.62645964,25.68338066,58.39517001
109.7013827,28.4293745,43.88219647
31.12708156,23.76988491,25.52407212
35.17123006,52.87166067,51.91540464
27.73400618,73.70829987,42.58238371
53.9166503,17.86586394,41.55080962
46.68091975,46.27427841,28.39548374
39.61713747,45.20217375,74.80665568
26.8112704,31.30638674,45.13925878
51.93543284,32.08206642,32.39272515
27.94271597,40.58491588,38.90567616
71.55106878,20.97886383,39.46246239
42.39607703,29.52523874,25.41305839
62.67975895,43.18142262,33.42887276
30.24303144,19.44443092,46.62273889
23.1481976,23.52582404,43.13407127
22.45203551,28.09061803,14.51891995
49.42360277,17.47843703,55.19001719
31.38845078,26.98820087,16.2987435
52.4249677,22.71593032,17.17400338
39.9156078,18.86445299,30.94814517
44.90911546,15.23652505,46.94370675
58.38779777,18.87371515,40.48963279
31.93740051,93.1535075,116.5623055
18.25363017,22.30493192,19.99196133
19.63892204,24.95095491,24.64555223
40.60991622,20.84082457,29.3968894
45.75680799,17.00294221,41.99084751
41.858869,44.11912692,30.1976996
25.98926496,16.47433714,23.56601543
26.48132023,48.11667205,31.51132923
22.34039813,86.29909559,24.93231864
27.68456159,53.39022937,30.97106915
30.67026477,23.4613309,33.58085578
36.28331626,47.96349878,32.13337436
22.34743918,20.33741973,29.53171914
21.59705846,36.095389,13.11574044
41.82398746,23.97161867,53.72797359
46.42182099,22.51318224,24.94355585
41.44133986,29.35601337,31.75054561
39.94397127,14.12073016,54.51130584
24.85559219,23.01500326,39.08526808
40.90124211,38.85582207,20.7490773
37.22833846,11.91228785,53.68603472
40.54879118,43.47366548,59.38985234
28.76592791,19.48667738,38.5824462
33.80609329,39.40856603,26.7125023
33.94920902,20.8778876,29.2718648
16.75295119,72.87442617,54.6155984
25.44704882,29.45937668,39.41625806
22.4755286,23.91933355,44.94109432
35.34409999,26.14997716,86.18975891
75.25691162,17.73007749,46.98708676
34.2354097,29.31037376,71.75799704
36.77820864,21.97383856,22.45722497
33.76748991,61.20596385,15.30315687
62.30117799,13.55230786,45.25164278
31.81260986,24.29722506,50.74147125
20.43767671,29.81704985,20.36834113
34.60467581,20.53319739,26.87225052
33.88975968,65.08739969,25.02045888
38.41422675,43.6078164,35.73526359
26.41588336,22.31472771,59.96785256
43.24384305,46.5233975,35.08861258
60.67011961,17.84472381,39.55682461
16.27780309,33.97505234,34.61207155
19.06957604,31.32310231,32.5390438
39.81087131,13.9186686,108.2819455
36.76489285,29.84363096,16.79536209
24.20239238,81.16268419,32.80134054
17.03743679,52.10056277,37.55463229
27.82102755,43.95069006,48.6979926
35.97615202,12.61647641,30.77703947
16.18351482,30.19845679,33.27251687
44.15230096,27.4517378,39.71994594
22.51559718,17.82769799,55.7573986
28.35990913,75.26213902,37.71601804
50.21769046,13.46899427,21.20691983
37.95525132,26.31567431,54.6638961
29.36025711,31.79999681,16.52199218
29.62409445,14.87817467,28.58212263
43.03140464,31.76595331,69.89706427
34.0641495,9.756028304,33.7661564
41.68857917,16.69349456,49.90873017
20.42464516,42.83519754,43.12387265
51.26205838,27.17169142,59.90792637
21.14896527,39.38234449,32.12580574
69.52115193,31.35850622,63.64979162
50.63598728,34.65690593,35.0668936
12.04074181,58.73280293,22.48671773
50.54146807,20.35361707,53.46208705
33.94711405,53.79819221,22.31366955
46.43692266,60.00758538,17.93094116
46.34172843,12.86168625,49.08393394
33.69612995,21.62116295,20.6095968
33.29924946,59.18477483,46.51830233
29.55180569,46.30289622,28.11304615
35.86468125,32.04049922,42.19536833
55.57252091,24.53668026,25.35103382
42.12739476,42.62337772,50.82948665
52.21835274,83.98462755,56.03689578
28.92773606,74.77715791,46.75056296
13.9966796,42.92475628,51.10498857
34.59789315,32.09543378,30.90571868
22.99305889,19.39706435,28.58865994
11.97745869,30.84712473,41.06006046
22.59449712,27.87257809,32.19467367
22.61382873,43.74694383,63.48274055
46.6951558,35.42921611,64.87703951
30.91806069,28.35525019,85.3461327
44.40875282,46.85615608,41.65904764
64.00685938,80.03254942,42.07918725
23.94847319,58.66172609,35.12745148
24.44412996,19.25909699,67.58075374
76.1569293,45.32181918,66.63717527
41.93958725,49.4855429,15.52903331
70.1991723,29.32404137,20.46842379
45.58475602,29.60251911,60.78161256
52.05128031,50.43556606,50.5882728
36.10748085,20.59079607,34.85816333
24.8922951,15.03913344,35.33613276
38.03271844,31.78942271,52.80375999
51.30439201,27.50261231,61.73848442
41.92702901,39.45834908,102.3354607
17.76707728,17.63808594,50.27201086
19.41566232,16.81749673,21.21595767
86.72231242,24.27726413,66.20006031
52.24963968,16.90046386,23.48172785
39.1212188,41.06927545,24.71383979
18.80196813,21.4636032,30.52933585
32.18779111,30.63934738,93.68089672
51.80805999,30.21589338,18.42882424
27.84087698,17.86974629,29.24287447
40.11391904,34.04632882,22.27684368
18.65448759,30.21841053,21.6069756
32.51078622,53.18718435,83.48928272
44.9624487,41.45998955,16.20896107
44.76003468,19.47440808,79.16064384
41.62931866,35.5406326,58.33911248
35.76350201,20.94250717,51.68840911
10.5049891,29.73359205,36.61897192
17.9183537,37.99185987,22.6087692
22.739182,43.51080613,28.83310337
31.0209936,31.36350634,35.90244488
23.17737929,14.66784632,29.03910636
29.54733723,20.99329266,73.83415615
20.00020374,21.964479,39.81199198
47.58626609,30.16098837,24.97768541
12.42875559,13.59174468,22.05764761
19.72002957,24.19478201,18.70391788
34.09567699,22.60196636,23.70569853
25.94545511,58.46386125,17.39955636
32.79459731,50.6027564,43.64576008
59.43226956,22.43257968,35.95653135
30.69207112,22.2381032,19.20688523
22.75103512,25.23466878,38.95892274
44.01327563,30.22627568,92.47504771
36.41533682,21.40993454,31.65734317
61.19615837,32.25605358,39.53976982
60.4437266,18.59358022,28.77321113
39.85647149,21.75833701,35.29303654
28.22959138,29.14227874,34.87998457
33.57368624,30.36152078,46.0344304
52.53178688,13.25004726,41.0975259
21.07019114,35.13242572,28.65838221
47.02869243,18.99509181,44.14772049
47.36346072,20.66258468,16.6446829
30.44934091,20.96037627,35.76398314
25.25913716,10.88346665,15.57510316
32.89784356,30.27585589,47.21644135
40.7282913,14.03721743,24.6318682
23.69256551,62.83421585,39.01040788
29.13415233,57.75764509,28.54498923
51.70608845,31.72975218,47.20156079
7.165082354,20.9299914,86.40704164
31.90330667,29.11196158,69.9140486
16.62566335,19.32016323,40.77754773
15.02183475,31.81603254,32.13663532
50.9018001,9.976356884,38.80154315
92.30223594,11.39898443,33.54187466
44.53864601,19.65743244,41.13795666
37.24658497,27.76138465,31.69714367
39.67003972,25.60664454,58.13663462
61.7535359,19.69421724,14.30562568
43.08352981,47.98008967,32.567697
27.18702092,42.48885482,27.8099748
29.21181082,66.67802246,30.21699151
48.29409217,39.98491782,34.01963713
29.45324529,31.88305603,51.47192544
14.41189219,39.06989837,41.7068146
18.13624502,20.03167961,83.61760661
23.09634754,33.816937,28.42794557
46.92718358,93.49818746,45.00481752
35.40151342,32.12848021,22.20127204
14.42118456,17.61708394,29.99453334
32.20246323,18.2352857,18.66821949
27.34321505,24.90178227,32.20699068
60.92831095,30.23711526,42.85382217
25.59874934,47.14157071,56.32628839
80.24877707,42.30968701,23.16651801
45.98626797,19.875631,29.3286946
52.17881667,20.13384546,14.72863657
28.01930239,40.17578024,68.76920499
32.12251254,12.9650008,14.25711958
21.00947819,43.89120661,28.22407924
48.27587769,20.32962521,30.14358924
81.21847701,27.6306243,53.33458432
28.64246214,12.02951265,39.44905509
30.448167,27.56933885,23.28823466
35.66615942,23.77519359,69.91067031
70.69894659,30.27729354,47.29809192
22.62280727,68.00521248,17.8946614
33.241767,23.70753823,48.74513748
21.14175667,39.17545364,40.71762024
38.68811099,60.03064691,56.64667866
37.47048825,50.1601436,66.26713776
29.91142476,39.9906424,55.85688999
16.97095191,53.401746,17.49602141
50.64670872,55.23413811,33.37327316
32.60031384,21.8225425,25.4399798
42.23301878,27.33638744,56.10354074
42.38562712,44.19970143,22.74497444
43.08918695,55.80923633,25.76215404
19.87957717,56.74420243,82.354062
21.94468416,41.41249252,56.85034229
47.18599735,43.18566892,20.64695195
40.72382802,66.33900311,41.16097223
23.7359651,30.91021572,70.7548584
66.27098691,17.32014459,55.09954269
24.38305826,28.86163401,32.34739648
60.05327693,35.96228152,18.42897294
66.54437234,60.2769355,55.39817273
32.37246523,45.89917073,52.68051176
17.85870458,14.98147907,46.01581914
43.5832905,41.57601803,16.56507607
30.32238403,23.92050068,41.13644684
39.94568533,77.20698352,30.9443622
28.196785,18.41878519,24.30006372
72.78091587,56.60166389,73.87988661
100.1903704,29.97261067,46.59263978
31.57988073,30.63892865,70.34727005
11.49670397,16.53539049,32.07851207
41.68374917,41.39179604,64.62411786
27.39088179,43.40600636,40.56088929
46.94616545,39.64688821,39.38607746
38.84912543,36.83780676,34.76460597
35.88287023,44.79231252,55.98114656
36.25139632,31.69736692,24.81053291
53.64477628,40.60837109,31.50958177
42.64476306,22.20225124,15.93202299
20.74674465,78.20067792,25.40213083
23.86686072,26.47584584,52.79669016
29.78509886,23.09449749,26.85429951
29.45089004,79.22702975,28.44351693
44.35194376,22.64728743,20.33639944
34.86766677,14.85267329,78.02463817
31.08640832,52.36692724,68.16141609
20.71677128,30.7823518,47.3521279
43.41907614,44.33204973,42.99152785
15.54933839,22.90219759,76.64958714
33.16550117,21.25354461,58.85580669
47.55724728,41.18677922,47.15349872
51.87009261,33.95513776,29.41681831
19.77669716,18.09744032,50.33986728
33.08058938,28.84614006,46.62265327
32.58304567,37.82310322,52.73535946
27.86072432,58.82883055,36.84479228
41.76806629,18.00238536,78.67977341
32.70979075,54.23680816,36.97079231
104.9678359,71.89215295,58.50072495
37.39168869,33.7887404,73.86124881
65.34200961,46.8261471,19.1268817
32.50993401,14.83116017,68.18879351
31.59734267,24.97292132,24.54077239
55.00854186,22.21006192,50.2238962
32.99417554,45.84668847,30.78706394
19.0431614,42.79686115,33.69822774
33.69127268,58.6756044,27.32076153
59.04662981,46.70855,87.53552913
31.72744007,37.42977717,26.26402358
35.64778786,43.56490603,61.11374022
53.82454305,19.98608166,51.91018965
44.16212324,59.02968402,37.35185101
16.15757125,16.50249392,77.41875555
49.39571379,32.23873239,56.23001219
31.79684571,22.75528556,44.32465626
66.10450366,42.28953301,46.6656013
19.9826503,44.23010494,30.48851301
75.99316359,17.03315963,75.15156271
38.04726093,25.1649354,52.15938214
13.30320885,18.50393503,47.29970067
17.04316054,26.16759528,27.42264224
28.93431185,18.19096341,44.60759572
42.47991128,26.97476931,39.33780684
22.84744041,75.64017926,44.19619779
85.91208319,45.71723592,47.70198608
49.36413495,72.10356695,53.69446688
53.3696692,59.44299616,42.88644167
40.42972117,20.80936816,37.21294242
46.77735274,19.09722246,44.30116352
62.07655214,16.66825241,104.2983655
31.35093722,29.14979043,45.82072143
29.78974373,20.63853199,32.47311415
33.78909092,23.44611467,37.58821785
116.4043122,30.5702779,33.95966087
19.97268815,17.85577097,24.07327189
56.11886476,72.39836969,31.51331632
38.17372725,46.63318113,37.06932003
12.22874025,20.82656998,33.51296401
19.9503909,80.82629913,21.20973674
23.25982466,40.86396057,55.74146039
43.83520201,22.18275934,39.29770576
24.62157976,17.88156704,30.00244813
64.13837325,43.15254052,50.99884779
58.6415204,31.31500735,25.19795241
53.14102285,49.56806515,20.95860257
54.24329781,30.88264892,34.72210436
72.39410104,19.45630636,59.62363199
25.08922606,47.38815558,15.22721916
44.43422186,17.1825138,74.65625691
46.76321615,24.97908713,65.27511925
27.55159479,30.90091822,56.57657328
50.26974769,25.3619251,44.98682031
41.01600372,25.20986284,55.47095105
20.62336707,26.19367315,80.70312679
35.5911626,33.44854257,60.69248288
20.3771526,44.59791004,54.87352815
53.722771,22.3046578,35.17700007
53.07063789,42.235224,13.75393507
49.9899802,46.92044167,56.5119495
28.52772648,31.95125474,39.65713172
43.12194273,21.30768042,50.15477078
68.74861824,21.51687555,25.65225879
48.36581289,27.29908837,72.09200251
46.35948524,24.03817564,37.84819587
53.62763097,29.09501413,45.75314483
53.00277599,34.10971215,19.5865531
53.4601907,40.01072342,21.39830662
38.44653151,15.48402741,63.05642142
29.57060441,35.75224058,45.22770124
31.62278664,18.38134064,34.80675854
29.63151806,36.67879667,29.82480723
42.62167926,23.91639825,33.00542957
22.21261395,33.80169324,32.0531068
21.8524041,48.45893907,19.58822637
53.62426894,14.68395867,60.15463313
45.07314023,14.82375035,28.52411986
34.25391211,25.67228888,62.86642985
60.6986204,18.65905907,41.31374346
17.29827365,54.91773048,72.85308692
36.51589188,73.68732355,18.36012705
58.92339122,31.48611717,25.12413387
54.52364959,33.96380718,18.39721877
45.30440101,64.47665293,44.25869025
30.97111349,11.87619187,31.13557578
46.93007434,37.24004559,32.31677794
18.84613936,32.44107664,51.41959166
46.46466686,43.77755963,43.29717416
17.50021018,29.45558593,35.54773964
19.33808771,62.94187208,84.87631426
25.01572105,24.51824375,70.7976961
44.65471264,52.4165019,28.78227448
65.02655327,31.30026792,29.56931323
24.5922253,53.66190785,24.2543077
41.72237005,43.03407817,86.76209432
40.47672077,35.14113464,86.27323248
54.90604838,16.87604348,15.82819749
41.5105342,46.3734167,36.55338044
33.85616503,40.16423972,19.86099471
32.17935978,63.94708629,26.24479985
71.25364957,54.18641834,58.37141634
47.78042911,29.57093252,40.79331703
39.47425293,45.78022832,16.52315102
38.42284326,38.40671431,53.10437415
34.89584115,59.71671129,55.23665266
45.35387032,43.33668214,24.51520154
30.17544736,28.86364068,13.81069718
24.17737521,43.51542609,23.92316077
85.09136464,28.78722701,43.19153036
36.08721821,39.25733431,45.39824365
30.04612107,20.65205702,41.98913423
33.79615799,44.56428088,73.17020391
13.6689332,14.54546168,82.97668675
95.51346767,27.43170928,35.63357585
54.37936217,29.5385851,38.63930736
14.7623939,24.87933765,31.06064718
37.24796735,48.39029468,29.05441122
19.31861448,10.84180196,74.51394635
16.56987175,11.61584174,21.12330375
21.54525502,14.07245258,28.71567836
21.50903516,43.73122236,39.43748511
19.65482266,21.63685395,44.69512644
48.5941206,34.17527699,42.11647054
20.46596219,17.21764977,31.05974052
33.92786152,39.68882515,44.50544292
18.98436093,23.84834656,48.01192065
26.00455563,28.92727056,85.59738782
33.42936091,19.18895272,50.05862986
16.33227766,10.29594127,36.33724548
21.85862135,16.72344515,29.57454199
63.54211941,12.59092464,50.76791786
47.48745635,19.09629281,26.95815821
46.91497299,21.24557794,54.79743296
45.55727095,15.3055372,30.69037819
31.17381962,21.00992874,43.49647727
28.37617186,44.43943598,56.88866367
16.11079263,25.69657472,32.5027049
24.93098156,57.63710564,17.50858939
23.80454574,20.1638358,16.75080533
41.12923276,27.40561371,29.23443825
30.89109002,68.03323704,44.0570699
18.26242352,28.72764909,45.16992935
42.6519942,32.40367235,31.48397638
33.90045328,35.37521777,32.37942753
52.61029561,60.79327608,32.05878474
31.67162465,65.36501057,69.49507402
21.32975752,75.37028467,37.41107483
30.57763214,40.08098088,44.95754253
72.31117916,21.42715586,49.3874604
31.484753,13.90513712,119.5556425
15.19166985,24.93440979,41.58160605
58.1284765,27.3680973,33.40502682
42.20583088,43.14630885,70.98847312
18.8940355,27.22332467,24.57987593
30.62256303,19.43260713,54.39324312
41.08873822,16.92501922,25.22797401
20.18984983,30.49505282,27.76283401
26.7697277,33.90404535,44.71574696
40.82321736,96.77880419,35.38845838
